cond;key;time;id;date
f3_p;'right';593,919992446899;1;2019-02-12 11:56:31
f3_p;'right';698,779463768005;1;2019-02-12 11:56:31
f3_p;'right';578,231573104858;1;2019-02-12 11:56:31
f3_p;'right';514,220058917999;1;2019-02-12 11:56:31
f3_p;'right';468,055635690689;1;2019-02-12 11:56:31
f3_p;'right';633,194208145142;1;2019-02-12 11:56:31
f3_p;'right';2182,313442230230;1;2019-02-12 11:56:31
f3_p;'right';699,831485748291;1;2019-02-12 11:56:31
f3_p;'right';760,730087757111;1;2019-02-12 11:56:31
f3_p;'right';672,385573387146;1;2019-02-12 11:56:31
f3_p;'right';1272,335410118100;1;2019-02-12 11:56:31
f3_p;'right';774,493098258972;1;2019-02-12 11:56:31
f3_p;'right';842,196762561798;1;2019-02-12 11:56:31
f3_p;'left';842,079043388367;1;2019-02-12 11:56:31
f3_p;'right';423,516958951950;1;2019-02-12 11:56:31
f3_p;'right';982,653737068176;1;2019-02-12 11:56:31
f3_p;'right';673,314094543457;1;2019-02-12 11:56:31
f3_p;'right';468,030661344528;1;2019-02-12 11:56:31
f3_p;'right';625,343322753906;1;2019-02-12 11:56:31
f3_p;'right';502,375662326813;1;2019-02-12 11:56:31
f3_p;'right';690,347313880920;1;2019-02-12 11:56:31
f3_p;'right';700,846850872040;1;2019-02-12 11:56:31
f3_p;'right';1182,220339775080;1;2019-02-12 11:56:31
f3_p;'right';1140,536665916440;1;2019-02-12 11:56:31
f3_p;'right';840,481042861938;1;2019-02-12 11:56:31
f3_p;'right';558,398127555847;1;2019-02-12 11:56:31
f3_p;'right';550,302267074585;1;2019-02-12 11:56:31
f3_p;'right';563,106000423431;1;2019-02-12 11:56:31
f3_p;'right';532,401084899902;1;2019-02-12 11:56:31
f3_p;'right';927,087962627411;1;2019-02-12 11:56:31
f3_a;'right';691,672384738922;1;2019-02-12 11:56:31
f3_a;'left';796,557486057281;1;2019-02-12 11:56:31
f3_a;'left';968,561649322510;1;2019-02-12 11:56:31
f3_a;'left';797,670722007751;1;2019-02-12 11:56:31
f3_a;'left';1279,149293899540;1;2019-02-12 11:56:31
f3_a;'right';857,871830463409;1;2019-02-12 11:56:31
f3_a;'left';781,296074390411;1;2019-02-12 11:56:31
f3_a;'left';686,913192272186;1;2019-02-12 11:56:31
f3_a;'left';747,683882713318;1;2019-02-12 11:56:31
f3_a;'right';810,038924217224;1;2019-02-12 11:56:31
f6_p;'right';841,929912567139;1;2019-02-12 11:56:31
f6_p;'right';1208,999156951900;1;2019-02-12 11:56:31
f6_p;'right';471,175730228424;1;2019-02-12 11:56:31
f6_p;'right';995,171010494232;1;2019-02-12 11:56:31
f6_p;'right';1099,076390266420;1;2019-02-12 11:56:31
f6_p;'right';939,759910106659;1;2019-02-12 11:56:31
f6_p;'left';950,641632080078;1;2019-02-12 11:56:31
f6_p;'right';606,551945209503;1;2019-02-12 11:56:31
f6_p;'left';1203,137993812560;1;2019-02-12 11:56:31
f6_p;'right';934,109568595886;1;2019-02-12 11:56:31
f6_p;'right';496,540188789368;1;2019-02-12 11:56:31
f6_p;'right';466,839402914047;1;2019-02-12 11:56:31
f6_p;'right';1150,085091590880;1;2019-02-12 11:56:31
f6_p;'right';481,343746185303;1;2019-02-12 11:56:31
f6_p;'right';592,934012413025;1;2019-02-12 11:56:31
f6_p;'right';767,612457275391;1;2019-02-12 11:56:31
f6_p;'right';1419,092774391170;1;2019-02-12 11:56:31
f6_p;'right';1467,855811119080;1;2019-02-12 11:56:31
f6_p;'right';464,571177959442;1;2019-02-12 11:56:31
f6_p;'right';934,205710887909;1;2019-02-12 11:56:31
f6_p;'right';623,241722583771;1;2019-02-12 11:56:31
f6_p;'right';424,676388502121;1;2019-02-12 11:56:31
f6_p;'right';761,220037937164;1;2019-02-12 11:56:31
f6_p;'right';870,944023132324;1;2019-02-12 11:56:31
f6_p;'right';1278,446555137630;1;2019-02-12 11:56:31
f6_p;'right';1838,948011398310;1;2019-02-12 11:56:31
f6_p;'right';794,755578041077;1;2019-02-12 11:56:31
f6_p;'right';1076,919913291930;1;2019-02-12 11:56:31
f6_p;'right';1166,688323020940;1;2019-02-12 11:56:31
f6_p;'right';1153,229475021360;1;2019-02-12 11:56:31
f6_a;'right';1310,220956802370;1;2019-02-12 11:56:31
f6_a;'left';1608,379483222960;1;2019-02-12 11:56:31
f6_a;'left';1547,723412513730;1;2019-02-12 11:56:31
f6_a;'left';1311,264038085940;1;2019-02-12 11:56:31
f6_a;'left';2257,914781570440;1;2019-02-12 11:56:31
f6_a;'left';1684,161901474000;1;2019-02-12 11:56:31
f6_a;'left';1279,222488403320;1;2019-02-12 11:56:31
f6_a;'left';1202,343583107000;1;2019-02-12 11:56:31
f6_a;'left';1189,940929412840;1;2019-02-12 11:56:31
f6_a;'left';1383,093237876890;1;2019-02-12 11:56:31
